category,text,label
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel,I found the hostel unsatisfactory and frustrating. in general.,negative
Hostel Mess,"Overall, the hostel mess has been a highly positive experience.",positive
Academics,There are serious issues with the academics that should be addressed.,negative
Academics,I am very satisfied with the academics; it really exceeded expectations. to be honest. ascertain.,positive
Transport,"It was adequate for the transport, could be improved.",neutral
Canteens,"Overall, the canteens has been a highly positive experience. overall. facilitate.",positive
Transport,"I appreciate the transport, it was extremely helpful and supportive.",positive
Events,The events team handled things brilliantly — commendable effort.,positive
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Canteens,"Overall, the canteens has been a highly positive experience.",positive
Events,"It felt typical regarding the events, neither good nor bad.",neutral
Events,I have a neutral view about the events.,neutral
Canteens,The canteens team handled things brilliantly — commendable effort.,positive
Events,I am disappointed with the events; it was substandard.,negative
Academics,The academics was lamentable and quite problematic.,negative
Canteens,"The canteens was average, nothing extraordinary.",neutral
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Hostel,"The hostel was average, nothing extraordinary. frankly speaking.",neutral
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Canteens,"The canteens was average, nothing extraordinary. overall.",neutral
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations. frankly speaking.,positive
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. to be honest.,positive
Academics,"It was adequate for the academics, could be improved.",neutral
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Hostel,I am disappointed with the hostel; it was substandard.,negative
Events,There are serious issues with the events that should be addressed.,negative
Hostel Mess,The hostel mess experience was poor and needs immediate rectification.,negative
Academics,The academics met basic expectations; no strong opinion. to be honest.,neutral
Academics,"The academics was average, nothing extraordinary.",neutral
Hostel Mess,I found the hostel mess unsatisfactory and frustrating. frankly speaking. facilitate.,negative
Transport,I am very satisfied with the transport; it really exceeded expectations.,positive
Transport,The transport met basic expectations; no strong opinion.,neutral
Transport,I found the transport unsatisfactory and frustrating.,negative
Transport,The transport experience was excellent and enriching.,positive
Canteens,I have a neutral view about the canteens. frankly speaking.,neutral
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Academics,"The academics was average, nothing extraordinary.",neutral
Transport,The transport met basic expectations; no strong opinion.,neutral
Transport,neutral,neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Academics,"I appreciate the academics, it was extremely helpful and supportive.",positive
Hostel Mess,I am disappointed with the hostel mess; it was substandard. facilitate.,negative
Hostel,"It was adequate for the hostel, could be improved.",neutral
Academics,I am very satisfied with the academics; it really exceeded expectations.,positive
Transport,The transport experience was poor and needs immediate rectification. from my perspective.,negative
Canteens,"It was adequate for the canteens, could be improved.",neutral
Canteens,bad,neutral
Events,"It was adequate for the events, could be improved.",neutral
Events,The events experience was excellent and enriching.,positive
Hostel,I am disappointed with the hostel; it was substandard.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Transport,The transport team handled things brilliantly — commendable effort.,positive
Events,I have a neutral view about the events.,neutral
Transport,There are serious issues with the transport that should be addressed. overall.,negative
Canteens,The canteens team handled things brilliantly — commendable effort. enrichment.,positive
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Canteens,I am disappointed with the canteens; it was substandard.,negative
Transport,The transport experience was poor and needs immediate rectification. overall.,negative
Hostel Mess,bad,neutral
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Hostel,There are serious issues with the hostel that should be addressed.,negative
Hostel,"It was adequate for the hostel, could be improved. from my perspective.",neutral
Transport,The transport experience was poor and needs immediate rectification.,negative
Transport,I have a neutral view about the transport. overall.,neutral
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Canteens,The canteens met basic expectations; no strong opinion.,neutral
Academics,The academics met basic expectations; no strong opinion.,neutral
Academics,I have a neutral view about the academics. from my perspective.,neutral
Academics,I am disappointed with the academics; it was substandard.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Hostel Mess,There are serious issues with the hostel mess that should be addressed.,negative
Hostel,The hostel met basic expectations; no strong opinion. lamentable.,neutral
Events,I have a neutral view about the events.,neutral
